Welcome to the profile statistics browser.
profiling/profiling.data% profiling/profiling.data% Mon Jan  7 17:29:53 2019    profiling/profiling.data

         430080 function calls (421447 primitive calls) in 115.482 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4193(Combine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4237(Group)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4294(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4323(Suppress)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.6/site-packages/pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:259(ParseFatalException)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:621(__getattr__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:643(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1452(_FifoCache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2331(Empty)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2934(CharsNotIn)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3025(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3005(White)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3056(_PositionToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3063(GoToColumn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3139(StringStart)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3154(StringEnd)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3343(_ErrorStop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3550(Each)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3777(NotAny)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3809(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3882(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3921(Optional)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3985(SkipTo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4119(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/version.py:42(_BaseVersion)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/version.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/_compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:172(_Constants)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:489(different_locale)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:173(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:184(find_module)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:79(_InternalDict)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:127(Plist)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:764(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1598(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1605(ZipManifests)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1841(FileMetadata)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1880(PathMetadata)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1905(EggMetadata)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1923(register_finder)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1970(find_nothing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2862(RequirementParseError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:511(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-652>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-654>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-656>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-657>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-658>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-659>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-660>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-661>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-663>:1(_open_file)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:85(PEP440Warning)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:249(get_supported_platform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:320(ResolutionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:399(UnknownExtra)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1167(ExtractionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1539(EggProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1580(_register)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/json/decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/json/encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 <decorator-gen-627>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-627>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-631>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-631>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-632>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-633>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-634>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/linalg/algebraicconnectivity.py:41(_PCGSolver)
        1    0.000    0.000    0.000    0.000 <decorator-gen-637>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-637>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-638>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-638>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-639>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-640>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-641>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-642>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-644>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-646>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-647>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-648>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-648>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-650>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-651>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-652>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-620>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-621>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-622>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-623>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-623>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-624>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-625>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-625>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-626>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 <decorator-gen-617>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-619>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-619>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/xml/etree/ElementPath.py:246(_SelectorContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/lxml/__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/readwrite/graphml.py:567(IncrementalElement)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/readwrite/graphml.py:582(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/xml/etree/ElementTree.py:104(ParseError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-583>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-585>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-590>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-591>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-591>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-592>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-593>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-594>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-596>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-597>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-598>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-599>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-599>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-603>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-603>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-604>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-606>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-606>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-607>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-609>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-610>:1(<module>)
